date,Green_Algae,Bluegreen_Algae,Diatoms,Cryptophyta,Algae_Total,DO,pH,Turbidity,Conductivity,WTemperature,windspeed,ATemperature,max_TEM,min_TEM,humidity,precipitation,NOX,NH4,DIN,DIP,TN,TP,NPR
2020/11/3,4.451303403,1.677842143,2.227132513,1.405097755,9.761173063,6.440629978,7.564732078,36.58603765,191.8677531,24.10317161,1.8,23.5,26.6,21.7,54,6.72222222222222,1.737,0.039,1.776,0.017,1.982,0.026,104.470588235294
2020/11/4,4.246542427,1.990452022,2.085130849,1.05853291,9.37924663,6.634337827,7.61431483,36.69869072,191.283383,24.00569389,1.1,20.8,25.3,16.4,54.5,6.61111111111111,1.663,0.047,1.71,0.016,1.969,0.029,106.875
2020/11/5,3.139094859,2.022165098,2.070818248,0.432679218,7.662787835,6.54601593,7.604931209,36.64564446,192.1526684,23.96916003,1.5,21.3,27.2,16.5,59,6.5,1.57,0.003,1.573,0.007,1.782,0.022,224.714285714286
2020/11/6,4.847110789,2.008797972,1.713692976,2.083229544,10.6529399,6.760700941,7.678103548,37.0841593,192.7860492,23.84999276,1.8,23.9,30,18.4,64.5,6.38888888888889,1.597,0.065,1.662,0.018,1.893,0.024,92.3333333333333
2020/11/7,8.749319334,1.885076032,2.172809558,4.693758146,17.50112962,7.204290369,7.858123823,31.45335699,196.6328914,24.12717596,1.2,25.1,27.6,23.7,68,6.27777777777778,1.574,0.071,1.645,0.014,1.907,0.026,117.5
2020/11/8,3.445326087,1.912710145,1.274478261,1.045130435,7.677586957,7.015602174,7.81488913,22.06272174,197.739821,23.80652174,2.2,23.2,27.3,20.9,70.8,6.16666666666667,1.52,0.084,1.605,0.011,1.821,0.034,145.909090909091
2020/11/9,2.821537346,1.707788252,1.023132705,0.932480058,6.483517041,7.005102248,7.827713561,25.68653445,198.3241494,23.71422045,2.6,22.1,26.4,19.8,48.3,6.05555555555556,1.617,0.153,1.77,0.012,2.009,0.038,147.5
2020/11/10,2.715239826,1.646867733,0.781046512,0.779636628,5.921969477,7.027808866,7.710768169,23.12257049,199.326359,23.5658939,2.2,21,25.9,18,47.5,5.94444444444444,1.645,0.117,1.762,0.014,1.911,0.036,125.857142857143
2020/11/11,2.874847605,1.681306241,0.893730044,0.908185776,6.35775762,7.056407112,7.693760522,23.28110377,199.5138091,23.23907837,2.2,20.4,26,14.7,48.5,5.83333333333333,1.683,0.154,1.837,0.016,1.969,0.027,114.8125
2020/11/12,2.845277372,1.922481752,1.348591241,0.916890511,7.032715328,7.041336496,7.692153285,23.36894599,198.7296453,23.1940073,1.9,21,27.8,15.5,51,5.72222222222222,1.703,0.178,1.881,0.013,2.022,0.029,144.692307692308
2020/11/13,3.227264706,1.696779412,1.014419118,1.421198529,7.359529412,7.043956618,7.717566912,23.18234632,195.9643779,22.83769853,1.2,21.7,27.3,16.7,49.8,5.61111111111111,1.739,0.178,1.917,0.014,2.213,0.026,136.928571428571
2020/11/14,4.012610947,2.249992604,0.767662722,2.044637574,9.074400888,7.140538462,7.761514793,21.45412944,195.7467078,22.7083284,1.4,21.3,23.9,19.1,75.5,5.5,1.742,0.19,1.932,0.014,2.408,0.029,138
2020/11/15,3.706659226,2.068154762,1.522068452,1.218921131,8.515833333,7.19484747,7.785780506,20.45488095,199.7356897,23.21797619,1.7,21.7,26.9,17.6,83.3,0.5,1.726,0.17,1.895,0.014,2.31,0.034,135.357142857143
2020/11/16,7.032859281,1.762934132,1.752896707,2.869199102,13.41807635,7.563120509,7.867831587,17.1469244,206.5616617,23.39012725,1.7,23.9,29.8,20.1,77.8,0.925,1.718,0.145,1.863,0.012,2.662,0.031,155.25
2020/11/17,7.830725624,1.631632653,2.700559335,2.939387755,15.10199546,7.641222222,7.902006803,16.10444898,210.4265351,23.34397581,1.7,23.5,28.6,19.6,85,1.35,1.665,0.116,1.782,0.015,2.379,0.027,118.8
2020/11/18,7.771878327,1.497688213,3.551749049,2.135505703,14.95660076,7.692031939,7.937324715,14.79650722,214.7638608,23.43631939,1.2,23.7,28.9,19.4,84.3,1.775,1.673,0.061,1.734,0.005,2.633,0.039,346.8
2020/11/19,8.549044187,1.211048202,3.555029691,5.508125478,26.78711553,8.104201989,8.280578424,14.73800153,213.8212586,23.88091813,1.1,25.2,29.6,22.9,93,2.2,1.655,0.084,1.739,0.008,2.152,0.023,217.375
2020/11/20,9.326210046,1.620083714,3.558310333,2.416004566,19.84976408,7.856936834,8.102796043,13.60795814,213.3004125,24.38605784,1.2,25.6,31.6,23.4,87,0.2,1.607,0.029,1.636,0.003,2.086,0.027,545.333333333333
2020/11/21,7.345015314,1.108683002,3.561590976,3.168629403,16.27276417,7.378601072,7.840689893,17.13650077,210.3665995,23.86212098,1.4,24.1,28,22.2,81,0.216666666666667,1.626,0.141,1.766,0.007,2.05,0.03,252.285714285714
2020/11/22,8.402370256,1.069372579,3.564871618,2.865089078,17.12934934,7.561550736,8.003328428,15.95036483,209.6770302,24.4555151,1.6,24.5,30.9,21.5,87.5,0.233333333333333,1.57,0.108,1.678,0.005,2.014,0.031,335.6
2020/11/23,5.080507534,1.27815226,3.56815226,1.239579699,11.16620936,7.059659794,7.779121332,17.39370024,210.8535028,23.9356701,2.1,22.9,26.3,20.8,73.3,0.25,1.619,0.064,1.683,0.003,2.073,0.035,561
2020/11/24,4.59779562,1.594992701,2.877583942,1.531437956,10.6020219,6.56510438,7.643583942,20.63210146,214.1105898,23.99648175,1.6,22.7,27.5,19.1,71.8,0.266666666666667,1.628,0.128,1.756,0.006,2.424,0.027,292.666666666667
2020/11/25,4.178378171,1.621544965,2.570983859,1.414657955,9.785380477,6.990755573,7.580061491,27.36539662,200.0219808,23.97013836,1.6,23.1,28.1,18.8,72,0.283333333333333,1.704,0.148,1.853,0.009,1.98,0.023,205.888888888889
2020/11/26,8.567597685,0.615716353,2.994319826,4.491555716,16.6668741,8.276348046,7.604147612,21.89764978,196.4815174,24.74856006,1.2,23.4,29.9,18.6,78.8,0.3,1.721,0.148,1.87,0.009,2.403,0.022,207.777777777778
2020/11/27,5.639927641,1.153191027,2.300050651,1.921041968,11.0136686,7.617020984,7.519975398,19.08949204,198.9744465,24.4257453,1.6,23.5,29.2,19.8,78.3,0.316666666666667,1.664,0.092,1.756,0.007,2.696,0.023,250.857142857143
2020/11/28,4.297192475,1.334507959,1.990260492,1.376780029,8.998791606,6.758083936,7.428378437,22.78731259,197.749945,23.79589001,2.2,20.1,22,17.6,67.8,0.333333333333333,1.685,0.094,1.779,0.007,2.169,0.059,254.142857142857
2020/11/29,4.177416787,1.275571635,2.121931983,1.654992764,9.22975398,6.665530391,7.42665123,19.99059045,198.6500521,23.82748191,1.4,19.7,23.2,17.5,68.3,0.35,1.697,0.145,1.842,0.011,2.741,0.015,167.454545454545
2020/11/30,2.180868307,1.45394356,1.225086831,0.131295224,4.986859624,5.980246744,7.383910999,25.12900651,197.9126042,23.38844428,1.7,19,21.4,17.8,61.8,0.366666666666667,1.632,0.273,1.905,0.014,2.296,0.032,136.071428571429
2020/12/1,2.136212889,1.41615496,0.797581463,0.283099203,4.628262129,5.630073135,7.381851557,28.36620854,198.0887509,23.10566256,1.9,19,21.5,16.1,60,0.383333333333333,1.729,0.102,1.831,0.012,2.427,0.024,152.583333333333
2020/12/2,2.365832127,1.379435601,0.55146165,0.816577424,5.110730825,5.631924747,7.432525326,28.49492981,198.578843,23.15259768,1.4,18.8,24.1,13.5,64.3,0.4,1.748,0.083,1.831,0.016,2.399,0.022,114.4375
2020/12/3,1.892829233,1.592908828,0.691418234,0.392981187,4.568921852,5.859836469,7.522555716,32.46225326,199.0241505,22.58429088,2.6,17.5,22.7,13,52,0.416666666666667,1.743,0.08,1.823,0.015,2.405,0.024,121.533333333333
2020/12/4,2.139044863,1.684464544,0.459211288,0.769797395,5.052315485,6.031746744,7.554620839,34.45540666,223.6583777,21.98831404,2,15.4,19.7,11.4,60.3,0.433333333333333,1.741,0.078,1.819,0.019,2.91,0.032,95.7368421052632
2020/12/5,1.609298119,1.630578871,0.687727931,0.277192475,4.203683068,6.305363965,7.62727424,32.16366208,207.0209935,21.91120116,1.3,17.1,23.5,11.5,65.6,0.45,1.709,0.071,1.78,0.019,2.676,0.028,93.6842105263158
2020/12/6,1.767243126,1.537850941,0.720694645,0.293060781,4.315296671,6.533870478,7.658860347,30.87781042,209.664479,21.51045586,1.1,18.5,24.8,12.4,76,0.466666666666667,1.793,0.049,1.841,0.02,3.466,0.032,92.05
2020/12/7,2.00929761,1.441542361,0.662961622,0.450094135,4.560695148,6.447020999,7.635577118,29.17407748,215.7190753,21.46013758,1.4,20.4,25,14.8,66.6,0.483333333333333,1.815,0.067,1.882,0.02,2.87,0.03,94.1
2020/12/8,2.068790731,1.301701665,0.324337437,0.70262853,4.395626358,6.364964518,7.63128168,26.20984287,216.1871093,20.97679218,1.2,17.4,20.6,16,92.5,0.5,1.86,0.082,1.942,0.019,3.346,0.028,102.210526315789
2020/12/9,2.934750181,1.176010138,0.891803041,1.296415641,6.296010138,6.590706734,7.645682839,25.17251702,220.2185018,20.9156336,0.9,19.4,22,16.4,77,0.48,1.941,0.041,1.982,0.019,3.5,0.027,104.315789473684
2020/12/10,2.271020999,1.28589428,1.041354091,0.88493845,5.483070239,6.416548878,7.653109341,23.90359957,219.894092,20.78482259,1.1,20,23.5,17.8,83.5,0.46,1.889,0.152,2.041,0.008,3.44,0.033,255.125
2020/12/11,1.762324403,1.247892831,0.50121651,0.418291093,3.929522085,6.146572773,7.692307748,22.01486387,217.5926698,21.04411296,1.6,20.5,25.9,17.8,83.6,0.44,1.943,0.176,2.119,0.017,3.38,0.027,124.647058823529
2020/12/12,3.739905865,1.17006517,0.451259957,1.248566256,6.609732078,6.435928313,7.742155684,19.89680739,215.7019594,20.66753077,2.1,19.1,23.1,17.4,82.2,0.42,1.617,0.33,1.947,0.018,3.32,0.027,108.166666666667
2020/12/13,7.407639392,0.756285301,1.500079652,4.703902969,14.36445329,6.837172339,7.806842143,22.41294859,216.1589993,20.59447502,1.6,18.9,21.9,16.2,78.9,0.4,1.894,0.317,2.211,0.007,3.341,0.027,315.857142857143
2020/12/14,1.986881331,1.4720767,0.681099855,0.675383502,4.815318379,6.37392547,7.732488423,24.84825977,216.5961975,20.08513025,1.9,13.5,16.2,12.3,97.5,1.5,1.926,0.391,2.317,0.015,3.362,0.03,154.466666666667
2020/12/15,1.363842258,1.618950796,1.105094067,0.160520984,4.246266281,6.562341534,7.737105644,26.70891823,217.1735072,19.82871201,1.2,14,14.9,12.3,82.4,0.85,1.988,0.387,2.407,0.019,3.383,0.025,126.684210526316
2020/12/16,1.342626628,1.722836469,1.016526773,0.203740955,4.283285094,6.63334877,7.699191027,30.52322721,219.3930984,19.57200434,1.4,13,14.2,12,84.3,0.2,1.878,0.383,2.261,0.018,3.404,0.025,125.611111111111
2020/12/17,1.253265749,1.701527878,0.827472846,0.330861694,4.113359884,6.493133237,7.661972484,32.03381028,221.2619385,19.27870384,1.5,13.6,15.2,12.5,73,0.233333333333333,1.841,0.315,1.007,0.008,3.425,0.028,125.875
2020/12/18,1.275050271,1.560641918,0.797556071,0.362931168,3.996148492,6.411969838,7.642146172,29.22756845,223.2387316,19.15645785,1.5,16.7,20.4,13.4,69.3,0.266666666666667,1.804,0.312,2.116,0.015,3.446,0.026,141.066666666667
2020/12/19,1.621620839,1.410767004,0.928494935,0.687981187,4.648668596,6.376570912,7.657682344,26.52371129,223.3072865,18.89842981,1.8,14.8,18.4,11.5,66.3,0.3,1.877,0.1825,2.34,0.017,3.467,0.026,137.647058823529
2020/12/20,2.156505065,1.231287988,0.917749638,1.028900145,5.334037627,6.558344428,7.719936324,24.67597106,223.9378329,18.73939219,1.9,15.3,20.3,12.4,60,0.333333333333333,1.868,0.053,1.921,0.017,3.488,0.022,113
2020/12/21,1.992787835,1.028131789,1.070282404,1.52769008,5.617675597,6.512660391,7.715608255,24.87850905,225.1757169,18.49421434,1.6,15.7,20.9,10.9,65.2,0.366666666666667,1.861,0.0866666666666667,2.459,0.016,3.29333333333333,0.03,153.6875
2020/12/22,1.969217958,0.949080377,1.129608979,1.427219406,5.474525706,6.495101376,7.736581463,21.63910355,224.8718197,18.56222303,1.4,17.8,21.7,11,65.2,0.4,1.946,0.120333333333333,2.622,0.014,3.09866666666667,0.024,187.285714285714
2020/12/23,2.37984058,0.510978261,1.572550725,3.313014493,7.774202899,6.634273913,7.774585507,18.57417609,220.9236558,18.04141304,0.9,16.4,17.1,14.8,95.8,15.3,1.967,0.154,2.121,0.013,2.904,0.028,163.153846153846
2020/12/24,3.101448226,0.79685735,1.080340333,2.467154236,7.445604634,6.839545981,7.819968139,15.31740333,245.7103657,18.08643736,1.6,17.6,20.3,15.4,78.6,14.3266666666667,2.013,0.14,2.152,0.014,3.08233333333333,0.035,153.714285714286
2020/12/25,2.824605358,0.900456191,1.126444605,1.220231716,6.07192614,6.965081825,7.864326575,14.60001593,247.8944432,17.96393917,1.3,16.6,20,14.7,66.8,13.3533333333333,2.032,0.1445,2.622,0.014,3.26066666666667,0.028,187.285714285714
2020/12/26,2.71262853,1.076683563,1.312809558,1.075973932,6.178262129,7.395458364,7.93543664,17.0521651,246.0447046,18.08214337,1.5,17.3,22.8,13.9,75.3,12.38,2.05,0.149,2.199,0.018,3.439,0.026,122.166666666667
2020/12/27,3.482353367,0.950419986,1.27288197,1.204395366,6.909992759,7.555372194,7.962842143,15.33881101,246.997643,18.22246923,1.5,19,25.7,14.1,71.9,11.4066666666667,2.041,0.044,2.085,0.013,3.26666666666667,0.022,160.384615384615
2020/12/28,8.607523534,0.510745836,3.363193338,5.744069515,18.22307024,8.253687907,8.142388849,18.18497683,250.2817176,18.24711079,1.1,18.6,23.6,14.5,75.6,10.4333333333333,2.011,0.15,2.161,0.01,3.09433333333333,0.022,216.1
2020/12/29,8.266004893,0.218306802,3.156860779,5.131000025,17.41435712,9.232063676,8.457099855,20.60425687,238.0211592,19.07288712,2.4,19.5,25.6,13.9,67.1,9.46,1.958,0.09,1.958,0.011,2.922,0.027,178
2020/12/30,7.924486252,1.212785818,2.95052822,4.517930535,16.60564399,8.105456585,7.984290883,23.53023806,247.6541621,17.9734877,2.25,10.2,14.5,4.4,48.5,8.48666666666667,1.345,0.03,1.375,0.017,2.679,0.064,80.8823529411765
2020/12/31,6.428473227,0.927829233,3.188480463,5.842373372,16.38497829,8.138927641,7.991777858,22.89834732,225.5875514,17.3776411,2.1,7.8,13.6,6.45,47,7.51333333333333,1.112,0.077,1.19,0.017,3.472,0.031,70
2021/1/1,2.989450072,1.250817656,1.971649783,2.644992764,8.856801737,7.858121563,7.924092619,20.46793126,220.9844146,17.2091534,1.3,9,9.5,8.5,59.5,6.54,2.119,0.188,2.307,0.011,2.413,0.043,209.727272727273
2021/1/2,1.305365677,1.294402607,1.440340333,1.277458364,5.316886314,7.683842143,7.885090514,21.93170891,220.0683577,16.86955105,1.2,10.7,11.2,10.2,62,5.56666666666667,2.098,0.166,2.264,0.009,2.506,0.043,251.555555555556
2021/1/3,1.291736614,1.232452967,1.157033285,1.086396527,4.767452967,7.62667945,7.885824891,21.32895297,219.7807967,16.93832851,1.3,13.2,13.7,12.6,72.4,4.59333333333333,2.08,0.185,2.265,0.016,2.453,0.047,141.5625
2021/1/4,1.148711079,1.05583635,0.980984794,1.067125272,4.2508979,7.45939971,7.86777987,20.72096959,245.530302,17.12434468,1.2,15.5,16,15,72.3,3.62,2.084,0.196,2.28,0.016,2.366,0.05,142.5
2021/1/5,1.210796524,1.114018827,0.848703838,0.949051412,4.121839247,7.336472846,7.851252715,21.44678928,250.7024185,16.75488776,1.3,14.9,15.3,14.5,77.5,2.64666666666667,2.104,0.181,2.285,0.015,2.449,0.045,152.333333333333
2021/1/6,1.997863867,1.039637944,0.728110065,1.833504707,5.598254888,7.420753077,7.871960898,19.6081202,252.4108059,16.80688631,1.5,15.3,15.6,15,65.8,1.67333333333333,2.098,0.178,2.277,0.018,2.395,0.042,126.5
2021/1/7,3.274605358,1.000760319,0.283294714,3.056553222,7.610079652,7.657645185,7.930663287,17.68969153,251.5214026,16.31564808,2.3,10.3,10.6,10.2,75.7,0.7,2.147,0.161,2.308,0.02,2.387,0.041,115.4
2021/1/8,1.283965918,1.133749032,0.318923315,1.306769946,4.041463981,8.153587142,7.901298993,22.30482959,228.3226607,15.71617351,2.6,7.1,7.6,6.8,57.1,0.5,2.128,0.132,2.26,0.015,2.333,0.045,150.666666666667
2021/1/9,1.370629522,1.160180897,0.189341534,0.993589001,3.711693198,8.719768452,7.92579233,19.48730535,224.0623813,15.5540521,1.9,7.9,8.4,7.4,47.5,0.3,2.105,0.1,2.204,0.012,2.296,0.062,183.666666666667
2021/1/10,0.951881331,1.256881331,0.382807525,0.823306802,3.415151954,8.825072359,7.932874819,20.0125275,223.6469276,15.32795224,1.5,11.2,11.5,10.7,57.5,0.1,2.077,0.092,2.168,0.01,2.279,0.049,216.8
2021/1/11,1.213164374,1.198595221,0.200984794,1.050238957,3.661918899,8.873487328,7.958551774,20.6489399,229.2622802,15.0617958,2.1,9.7,10.1,9.6,43,0.1,2.044,0.109,2.153,0.013,2.324,0.046,165.615384615385
2021/1/12,2.045383502,1.157098408,0.081541245,2.013755427,5.292713459,9.152280029,8.030894356,20.06200434,229.9093386,14.86908828,1.8,8.8,9.6,8.3,47.3,0.1,2.052,0.11,2.162,0.011,2.336,0.037,196.545454545455
2021/1/13,2.094507959,1.109551375,0.307069465,2.547916064,6.056801737,9.120599855,8.014366136,20.45030246,233.5546628,14.5383068,1.2,9.9,10.6,9.2,53.8,0.1,2.069,0.114,2.183,0.011,2.31,0.037,198.454545454545
2021/1/14,2.091706609,1.023267974,0.608496732,2.834052288,6.556492375,8.867106028,7.970767611,17.77385984,238.4539608,14.59403776,1.3,12.5,13.1,11.8,63.1,0.1,2.14,0.121,2.261,0.007,2.461,0.04,323
2021/1/15,1.725655322,0.789239681,0.892896452,2.627494569,6.034779146,8.763076032,7.967373642,15.39278566,240.966349,14.72346126,1.1,14.5,15.1,13.8,65,0.1,2.11,0.112,2.222,0.008,2.541,0.035,277.75
2021/1/16,2.036256336,0.516002896,0.628189718,3.050470673,6.226879073,8.690640116,7.965933382,13.81472918,241.0646611,14.64430847,1.7,15.8,16.5,15.3,55.5,0.1,2.268,0.152,2.421,0.004,2.666,0.035,605.25
2021/1/17,3.533248915,0.664450072,0.10378437,3.027735166,7.319008683,8.998683792,8.058406657,13.43980174,243.200042,14.5145152,2.1,12.2,12.8,11.8,52.5,0.1,2.228,0.141,2.368,0.007,2.681,0.03,338.285714285714
