date,Green_Algae,Cyanobacteria,Diatoms,Cryptophyta,pH,Turbidity,WT,precipitation,DIN,DIP,TN,TP,NPR,Algae_Sum,log_Green_Algae,log_Cyanobacteria,log_Diatoms,log_Cryptophyta,log_Algae_Sum,log_Turbidity,log_DIP,log_TP,log_precipitation,log_NPR
2020-10-12,7.910955829,2.024547429,3.520260681,4.425416365,7.854103548,28.58590297,26.38921072,9.16666666666667,1.741,0.023,1.955,0.044,75.695652173913,17.881180304,2.1872815117111037,1.1067614700421413,1.5085696649687392,1.6910946457902016,2.9381656748649996,3.3872979968729675,0.022739486969489426,0.04305948946044697,2.3191143949452564,4.339845020637586
2020-10-13,4.818573497,2.196951484,3.238175235,1.607422158,7.81843302,20.03160174,26.15174511,9.05555555555556,1.666,0.023,2.088,0.043,72.4347826086957,11.861122374,1.7610551280923006,1.1621976944855459,1.4441328075047308,0.9583620543311658,2.554208991361922,3.0460261513411044,0.022739486969489426,0.042101176018635396,2.3081252733696616,4.296397700878651
2020-10-14,4.650311369,2.502150615,3.557516293,0.784475018,7.84339609,24.13004924,26.45732078,8.94444444444444,1.718,0.025,1.875,0.041,68.72,11.494453295000001,1.7317106531973958,1.2533772412198128,1.5167778025505771,0.5791242644104659,2.5252848094281255,3.2240643109646436,0.0246926125903715,0.04018178963283184,2.29701404794459,4.24448722065182
2020-10-15,8.703830558,3.12249819,4.457675597,4.289348298,7.898809558,29.91436278,26.1188559,8.83333333333333,1.749,0.026,1.914,0.039,67.2692307692308,20.573352643,2.272520710442312,1.4164593363975484,1.6970229842793623,1.665695043196004,3.0714588791528015,3.431220890797455,0.025667746748577788,0.038258712117090345,2.2857779746776643,4.223459163888035
2020-10-16,11.5841113,1.967084718,3.761325127,4.399927589,8.059872093,25.89763123,26.1848505,8.72222222222222,1.683,0.016,1.848,0.036,105.1875,21.712448734000002,2.53243501028139,1.0875798943220074,1.5605260175257827,1.6863855440358768,3.122913176548581,3.2920382243661157,0.01587334915629015,0.03536714383729131,2.274414216027349,4.665206399432151
2020-10-17,7.195539464,1.683540912,3.064974656,4.510506879,7.783194062,30.82934033,26.08561188,8.61111111111111,1.672,0.019,1.799,0.033,88.0,16.454561911000003,2.1035900384611677,0.987137158279664,1.4024075082939915,1.7066566114927508,2.859601042046675,3.4603885162913044,0.018821754240587758,0.032467190137501496,2.2629198366016143,4.48863636973214
2020-10-18,3.303736423,2.149427951,1.676994931,1.075199131,7.558518465,32.39226358,26.064895,8.5,1.674,0.022,1.823,0.035,76.0909090909091,8.205358436000001,1.4594835809749438,1.1472208334886032,0.9846948709988806,0.7300571158251359,2.219785753199062,3.5083242438111184,0.02176149178151269,0.0344014267173324,2.2512917986064953,4.344985362993532
2020-10-19,4.809486252,2.160180897,2.095130246,2.52459479,7.532486975,36.99913169,25.86449349,8.38888888888889,1.653,0.015,1.829,0.035,110.2,11.589392185,1.7594921421692644,1.1506292718464135,1.1298299879651619,1.259765476465118,2.532854569289584,3.6375633092021564,0.014888612493750654,0.0344014267173324,2.239526957026909,4.711330381816482
2020-10-20,7.047409551,2.180108538,2.582583213,3.625470333,7.658769175,36.92921418,25.91570912,8.27777777777778,1.685,0.025,1.788,0.035,67.4,15.435571634999999,2.085350244736549,1.1569153276561617,1.276084108084766,1.5315780594155644,2.799447988075054,3.6357216378484405,0.0246926125903715,0.0344014267173324,2.2276220545205905,4.225372824628505
2020-10-21,5.684442836,2.672749638,2.441787265,1.905832127,7.645372648,34.00102967,25.6489725,8.16666666666667,1.629,0.015,1.813,0.032,108.6,12.704811866,1.899782861680336,1.300940601704648,1.2359908902430425,1.0667197957575174,2.617747002261768,3.555377480199536,0.014888612493750654,0.03149866705937099,2.215573716004416,4.696837374513915
2020-10-22,5.709088278,2.216085384,2.833560058,2.40024602,7.692712735,34.63850072,25.55505065,8.05555555555556,1.72,0.02,1.887,0.03,86.0,13.15897974,1.9034630666399577,1.1681649007155253,1.3437938905172822,1.2238477878278717,2.650349033409798,3.573426534377686,0.019802627296179712,0.0295588022415444,2.2033784429105983,4.465908118654584
2020-10-23,3.719855177,1.710412744,2.014134685,1.488544533,7.633267198,32.52780811,25.20605358,7.94444444444444,1.627,0.017,1.754,0.035,95.7058823529412,8.932947139000001,1.5517781162877529,0.9971009273535645,1.1033127856690654,0.9116980146757382,2.295857225463295,3.5123751873303246,0.016857117066422903,0.0344014267173324,2.1910326070882977,4.57167423155991
2020-10-24,3.581997106,1.59406657,2.228154848,1.177662808,7.633541245,29.39913242,24.93535456,7.83333333333333,1.638,0.02,1.857,0.029,81.9,8.581881332,1.5221349524291838,0.9532267486335811,1.1719107195173892,0.7782521952617946,2.259873953913359,3.4144140691891467,0.019802627296179712,0.028587456851912555,2.1785324443240666,4.417635062141249
2020-10-25,3.20841534,1.49077424,1.585188133,0.905166425,7.610120839,28.82764544,24.86968886,7.72222222222222,1.544,0.01,1.751,0.03,154.4,7.1895441380000005,1.4370861730361233,0.912593601903904,0.9497982840355539,0.6445693669675335,2.102858235509997,3.3954356627931443,0.009950330853168083,0.0295588022415444,2.165874047452143,5.046002437933547
2020-10-26,4.331716148,1.585930485,1.8335916,1.392483707,7.751530775,27.58832368,24.64132513,7.61111111111111,1.639,0.018,1.667,0.025,91.0555555555556,9.14372194,1.67367316534051,0.9500853987045215,1.0415450236151607,0.8723320342904359,2.3168549860415717,3.3529983715267413,0.017839918128331,0.0246926125903715,2.153053359023082,4.522392259530399
2020-10-27,4.88025,2.397991379,1.516793103,1.442568966,7.683626724,27.29366379,24.26185345,7.5,1.641,0.016,1.784,0.025,102.5625,10.237603448,1.771599278013516,1.2231844861658863,0.9229855129335061,0.8930503403601283,2.4192656053615966,3.3426378852348213,0.01587334915629015,0.0246926125903715,2.1400661634962708,4.640175295186782
2020-10-28,8.170506512,2.785,1.632843705,2.931903039,7.890882779,31.16637192,24.48526773,7.38888888888889,1.69,0.014,1.822,0.024,120.714285714286,15.520253255999998,2.2159925205117457,1.3310458868894122,0.9680645187067197,1.3691235425200363,2.8045870982416683,3.470921556526041,0.013902905168991422,0.023716526617316044,2.1269080789187598,4.801676377774005
2020-10-29,11.72567216,1.919887251,2.244111015,4.774588031,7.938998265,28.54175195,24.5320902,7.27777777777778,1.732,0.013,1.998,0.025,133.230769230769,20.664258457000003,2.543621383045483,1.0715450028634692,1.1768413573075702,1.7534669172399027,3.075663826911654,3.3858045830629484,0.012916225266546327,0.0246926125903715,2.1135745480492947,4.899560477174989
2020-10-30,12.17853005,0.916589428,2.37543105,6.413555395,7.85515134,27.56994569,24.53,7.16666666666667,1.847,0.018,1.948,0.024,102.611111111111,21.884105923,2.578588994022996,0.650547266894363,1.216523034687696,2.00331013462716,3.1304426050881062,3.352355315295828,0.017839918128331,0.023716526617316044,2.100060828882572,4.64064457418175
2020-10-31,6.110086831,1.392735166,2.506751085,2.063502171,7.62737699,34.38131114,24.43922576,7.05555555555556,1.86,0.01,2.134,0.033,186.0,12.073075252999999,1.9615144562581581,0.8724371325134871,1.2546899920208894,1.119558761849879,2.570554790931242,3.5661837468352564,0.009950330853168083,0.032467190137501496,2.08636198452441,5.231108616854587
2020-11-01,7.47802439,1.324463415,3.038081301,2.981504065,7.714068293,36.99719106,24.35060163,6.94444444444444,1.735,0.011,2.184,0.03,157.727272727273,14.822073171,2.1374774497840567,0.8434892231560712,1.3957696536651765,1.3816596536868369,2.761406001225093,3.6375122375205224,0.010939940038334362,0.0295588022415444,2.072472872363742,5.067187463601178
2020-11-02,7.033280232,1.420731354,2.848247647,2.489826213,7.7913874,35.25383925,24.49464881,6.83333333333333,1.797,0.017,1.974,0.028,105.705882352941,13.792085446000002,2.0835929416821712,0.8840697069083213,1.3476178880610983,1.249851939272483,2.694092270568951,3.5905452860374067,0.016857117066422903,0.027615167032973367,2.058388132482003,4.6700762866188645
2020-11-03,4.451303403,1.677842143,2.227132513,1.405097755,7.564732078,36.58603765,24.10317161,6.72222222222222,1.776,0.017,1.982,0.026,104.470588235294,9.761375814,1.6958547365955539,0.9850112996764898,1.171593976063109,0.8775905493013216,2.3759634103144123,3.626632642336669,0.016857117066422903,0.025667746748577788,2.0441021752345265,4.658432129548916
2020-11-04,4.246542427,1.990452022,2.085130849,1.05853291,7.61431483,36.69869072,24.00569389,6.61111111111111,1.71,0.016,1.969,0.029,106.875,9.380658208,1.6575692743076142,1.0954245539027854,1.1265940710445879,0.7219935494694695,2.3399442869026763,3.629625364938436,0.01587334915629015,0.028587456851912555,2.02960916793196,4.680973149403592
2020-11-05,3.139094859,2.022165098,2.070818248,0.432679218,7.604931209,36.64564446,23.96916003,6.5,1.573,0.007,1.782,0.022,224.714285714286,7.664757423,1.420477130841737,1.1059734943900397,1.121944056379377,0.35954627033281883,2.159263927738194,3.6282172625605176,0.006975613736425242,0.02176149178151269,2.0149030205422647,5.4192699769657
2020-11-06,4.847110789,2.008797972,1.713692976,2.083229544,7.678103548,37.0841593,23.84999276,6.38888888888889,1.662,0.018,1.893,0.024,92.3333333333333,10.652831281,1.7659476570215475,1.101540654150896,0.9983104290001827,1.1259776008842608,2.455549178897106,3.6397984292736405,0.017839918128331,0.023716526617316044,1.9999773703255892,4.536177314501139
2020-11-07,8.749319334,1.885076032,2.172809558,4.693758146,7.858123823,31.45335699,24.12717596,6.27777777777778,1.645,0.014,1.907,0.026,117.5,17.50096307,2.277197470675356,1.0595512538588963,1.1546174912599463,1.7393705127166559,2.917822788567155,3.4798038889550216,0.013902905168991422,0.025667746748577788,1.984825565304987,4.774912960575186
2020-11-08,3.445326087,1.912710145,1.274478261,1.045130435,7.81488913,22.06272174,23.80652174,6.16666666666667,1.605,0.011,1.821,0.034,145.909090909091,7.677644928,1.4918532266800744,1.0690839690786313,0.8217506902772564,0.7154615698568425,2.160750170198892,3.138217536497072,0.010939940038334362,0.03343477608623739,1.9694406464655079,4.989813966282671
2020-11-09,2.821537346,1.707788252,1.023132705,0.932480058,7.827713561,25.68653445,23.71422045,6.05555555555556,1.77,0.012,2.009,0.038,147.5,6.484938361,1.3406527882554313,0.9961321584920189,0.7046471541557473,0.6588041821506462,2.012892782834344,3.2841591104748518,0.011928570865273802,0.037295784743696894,1.9538153285624271,5.000584958242754
2020-11-10,2.715239826,1.646867733,0.781046512,0.779636628,7.710768169,23.12257049,23.5658939,5.94444444444444,1.762,0.014,1.911,0.036,125.857142857143,5.922790699,1.312443232209888,0.9733769533527423,0.577201119631873,0.5764092018912329,1.9348189685362855,3.1831479370762326,0.013902905168991422,0.03536714383729131,1.9379419794061359,4.8430615939368575
2020-11-11,2.874847605,1.681306241,0.893730044,0.908185776,7.693760522,23.28110377,23.23907837,5.83333333333333,1.837,0.016,1.969,0.027,114.8125,6.358069666,1.3545063342900188,0.9863040791385396,0.6385484523982368,0.6461529351625585,1.9957976246997342,3.1896984252074443,0.01587334915629015,0.026641930946421175,1.9218125974762523,4.751972504045579
2020-11-12,2.845277372,1.922481752,1.348591241,0.916890511,7.692153285,23.36894599,23.1940073,5.72222222222222,1.881,0.013,2.022,0.029,144.692307692308,7.033240876,1.3468457387172692,1.0724331703753882,0.8538156764860433,0.6507043476697473,2.08358804255065,3.1933096163940378,0.012916225266546327,0.028587456851912555,1.905418787700576,4.981496916284489
2020-11-13,3.227264706,1.696779412,1.014419118,1.421198529,7.717566912,23.18234632,22.83769853,5.61111111111111,1.917,0.014,2.213,0.026,136.928571428571,7.359661765,1.4415551422877635,0.9920582506754078,0.7003308749301057,0.8842626774852353,2.1234179675460765,3.1856228760455845,0.013902905168991422,0.025667746748577788,1.8887517352153644,4.926735952813253
2020-11-14,4.012610947,2.249992604,0.767662722,2.044637574,7.761514793,21.45412944,22.7083284,5.5,1.932,0.014,2.408,0.029,138.0,9.074903847,1.6119569264525706,1.178652720646749,0.5696581779173558,1.1133818707611103,2.310047564065121,3.1114745366944176,0.013902905168991422,0.028587456851912555,1.8718021769015913,4.9344739331306915
2020-11-15,3.706659226,2.068154762,1.522068452,1.218921131,7.785780506,20.45488095,23.21797619,0.5,1.895,0.014,2.31,0.034,135.357142857143,8.515803571,1.5489783625175497,1.1210763261701755,0.9250793791252244,0.7970211007320535,2.2529539502562463,3.065952169604975,0.013902905168991422,0.03343477608623739,0.4054651081081644,4.91527749411049
2020-11-16,7.032859281,1.762934132,1.752896707,2.869199102,7.867831587,17.1469244,23.39012725,0.925,1.863,0.012,2.662,0.031,155.25,13.417889222,2.0835405394234017,1.0162932063520156,1.012653705296746,1.3530475352369071,2.668469742640344,2.8985010918063616,0.011928570865273802,0.03052920503482287,0.6549259677397475,5.051457288616511
2020-11-17,7.830725624,1.631632653,2.700559335,2.939387755,7.902006803,16.10444898,23.34397581,1.35,1.782,0.015,2.379,0.027,118.8,15.102305367,2.1782371883629565,0.9676044341934623,1.3084839798465222,1.3710253191032544,2.778962452236531,2.839338603938164,0.014888612493750654,0.026641930946421175,0.8544153281560676,4.785823685681349
2020-11-18,7.771878327,1.497688213,3.551749049,2.135505703,7.937324715,14.79650722,23.43631939,1.775,1.734,0.005,2.633,0.039,346.8,14.956821291999999,2.1715509598484086,0.9153655892616677,1.5155115654712843,1.142790469847953,2.7698864050173286,2.7597888535697934,0.004987541511039074,0.038258712117090345,1.0206507471983979,5.851627601920183
2020-11-19,8.549044187,1.211048202,3.555029691,5.508125478,8.280578424,14.73800153,23.88091813,2.2,1.739,0.008,2.152,0.023,217.375,18.823247558,2.256441064352898,0.7934667026326959,1.5162320490221812,1.873051469748674,2.9868553680526335,2.756078267329714,0.007968169649176874,0.022739486969489426,1.1631508098056809,5.386213768454221
2020-11-20,9.326210046,1.620083714,3.558310333,2.416004566,8.102796043,13.60795814,24.38605784,0.2,1.636,0.003,2.086,0.027,545.333333333333,16.920608659,2.334685327718711,0.9632062691709511,1.51695201385024,1.2284716125764839,2.885951372315957,2.6815664582953853,0.002995508979798479,0.026641930946421175,0.18232155679395465,6.30322929007572
2020-11-21,7.345015314,1.108683002,3.561590976,3.168629403,7.840689893,17.13650077,23.86212098,0.216666666666667,1.766,0.007,2.05,0.03,252.285714285714,15.183918695000001,2.1216643922229594,0.7460635829447471,1.5176714609210693,1.4275873014477585,2.784018076063898,2.8979265247560946,0.006975613736425242,0.0295588022415444,0.19611487892629073,5.534518157018893
2020-11-22,8.402370256,1.069372579,3.564871618,2.865089078,8.003328428,15.95036483,24.4555151,0.233333333333333,1.678,0.005,2.014,0.031,335.6,15.901703530999999,2.240961812383873,0.7272454594002357,1.5183903905408453,1.3519847291217941,2.827414417499871,2.830289357488629,0.004987541511039074,0.03052920503482287,0.2097205309820688,5.8188952817567055
2020-11-23,5.080507534,1.27815226,3.56815226,1.239579699,7.779121332,17.39370024,23.9356701,0.25,1.683,0.003,2.073,0.035,561.0,11.166391753,1.8050881684809914,0.8233647021240897,1.5191088036721199,0.8062882138864169,2.498677376021215,2.912008227729252,0.002995508979798479,0.0344014267173324,0.22314355131420976,6.331501849893691
2020-11-24,4.59779562,1.594992701,2.877583942,1.531437956,7.643583942,20.63210146,23.99648175,0.266666666666667,1.756,0.006,2.424,0.027,292.666666666667,10.601810218999999,1.722372880959108,0.9535837038971333,1.3552122643190803,0.9287875033382261,2.4511611392993284,3.074178390123223,0.005982071677547464,0.026641930946421175,0.23638877806423064,5.682445337268071
2020-11-25,4.178378171,1.621544965,2.570983859,1.414657955,7.580061491,27.36539662,23.97013836,0.283333333333333,1.853,0.009,1.98,0.023,205.888888888889,9.785564950000001,1.6444919128455622,0.9637638252770175,1.2728411485796933,0.8815576435331863,2.378208661408449,3.3451699734059623,0.008959741371471902,0.022739486969489426,0.2494608596315829,5.3321818805007934
2020-11-26,8.567597685,0.615716353,2.994319826,4.491555716,7.604147612,21.89764978,24.74856006,0.3,1.87,0.009,2.403,0.022,207.777777777778,16.66918958,2.2583821483518274,0.47977842055907677,1.3848733084025848,1.703211588056581,2.871822421103241,3.131034275599083,0.008959741371471902,0.02176149178151269,0.262364264467491,5.341270422077247
2020-11-27,5.639927641,1.153191027,2.300050651,1.921041968,7.519975398,19.08949204,24.4257453,0.316666666666667,1.756,0.007,2.696,0.023,250.857142857143,11.014211286999998,1.8931010659892058,0.7669509404100819,1.193937817142522,1.0719403909846903,2.4860902230054704,3.0001968942861863,0.006975613736425242,0.022739486969489426,0.2751032902449211,5.528862033342557
2020-11-28,4.297192475,1.334507959,1.990260492,1.376780029,7.428378437,22.78731259,23.79589001,0.333333333333333,1.779,0.007,2.169,0.059,254.142857142857,8.998740955,1.667176958507857,0.8478011447183954,1.095360504678009,0.8657466426570454,2.302459180567409,3.1691523540836126,0.006975613736425242,0.05732506661926941,0.2876820724517806,5.541823612381131
2020-11-29,4.177416787,1.275571635,2.121931983,1.654992764,7.42665123,19.99059045,23.82748191,0.35,1.842,0.011,2.741,0.015,167.454545454545,9.229913169,1.644306242115954,0.8222312889722317,1.1384520355010135,0.9764419292664593,2.325316092048725,3.044074263498833,0.010939940038334362,0.014888612493750654,0.3001045924503381,5.126665953486986
2020-11-30,2.180868307,1.45394356,1.225086831,0.131295224,7.383910999,25.12900651,23.38844428,0.366666666666667,1.905,0.014,2.296,0.032,136.071428571429,4.991193922,1.1571542120357552,0.8976963468392303,0.7997959400252808,0.12336319224951377,1.79029071146459,3.2630460577610996,0.013902905168991422,0.03149866705937099,0.31237468504215266,4.920502166392445
2020-12-01,2.136212889,1.41615496,0.797581463,0.283099203,7.381851557,28.36620854,23.10566256,0.383333333333333,1.831,0.012,2.427,0.024,152.583333333333,4.633048515,1.1430159857070028,0.8821774170885939,0.5864421297530354,0.24927840376674493,1.7286507725152895,3.3798446439253245,0.011928570865273802,0.023716526617316044,0.324496045574497,5.0342433078818205
2020-12-02,2.365832127,1.379435601,0.55146165,0.816577424,7.432525326,28.49492981,23.15259768,0.4,1.831,0.016,2.399,0.022,114.4375,5.113306802,1.213675221381711,0.8668633171236947,0.43919748658597835,0.5969541943967303,1.8104678382380328,3.38421837772683,0.01587334915629015,0.02176149178151269,0.33647223662121295,4.748729257959459
2020-12-03,1.892829233,1.592908828,0.691418234,0.392981187,7.522555716,32.46225326,22.58429088,0.416666666666667,1.823,0.015,2.405,0.024,121.533333333333,4.570137482000001,1.0622349965988422,0.9527803451207856,0.5255673687264647,0.331446189322407,1.717419736219861,3.510418035192091,0.014888612493750654,0.023716526617316044,0.34830669426821603,4.80838310181342
2020-12-04,2.139044863,1.684464544,0.459211288,0.769797395,7.554620839,34.45540666,21.98831404,0.433333333333333,1.819,0.019,2.91,0.032,95.7368421052632,5.05251809,1.143918569888937,0.9874812831195827,0.37789607605362324,0.5708650739322987,1.8004743986731937,3.568275756440571,0.018821754240587758,0.03149866705937099,0.36000273403140687,4.571994323749192
2020-12-05,1.609298119,1.630578871,0.687727931,0.277192475,7.62727424,32.16366208,21.91120116,0.45,1.78,0.019,2.676,0.028,93.6842105263158,4.204797396,0.9590812652457839,0.9672039250123775,0.5233832048656089,0.24466429004658263,1.6495807764294164,3.501454760840102,0.018821754240587758,0.027615167032973367,0.37156355643248307,4.550547254784092
2020-12-06,1.767243126,1.537850941,0.720694645,0.293060781,7.658860347,30.87781042,21.51045586,0.466666666666667,1.841,0.02,3.466,0.032,92.05,4.318849493000001,1.0178515632259444,0.9313176366770047,0.5427280726665938,0.2570121064188436,1.6712570192515472,3.4619101696310564,0.019802627296179712,0.03149866705937099,0.382992252256106,4.5331369830882595
2020-12-07,2.00929761,1.441542361,0.662961622,0.450094135,7.635577118,29.17407748,21.46013758,0.483333333333333,1.882,0.02,2.87,0.03,94.1,4.563895727999999,1.1017066993704645,0.8926299547684061,0.5086001223738439,0.37162847501488144,1.7162985334111127,3.406983194188166,0.019802627296179712,0.0295588022415444,0.39429180751003895,4.554928969551344
2020-12-08,2.068790731,1.301701665,0.324337437,0.70262853,7.63128168,26.20984287,20.97679218,0.5,1.942,0.019,3.346,0.028,102.210526315789,4.397458363,1.1212835853035676,0.8336487037256222,0.2809122868255468,0.5321732510524361,1.6859281692501606,3.303578778063303,0.018821754240587758,0.027615167032973367,0.4054651081081644,4.636770847029902
2020-12-09,2.934750181,1.176010138,0.891803041,1.296415641,7.645682839,25.17251702,20.9156336,0.48,1.982,0.019,3.5,0.027,104.315789473684,6.298979001000001,1.3698473934499535,0.7774929879901961,0.6375303642594322,0.8313494903837773,1.987734475495909,3.26470989151205,0.018821754240587758,0.026641930946421175,0.3920420877760237,4.656963355417291
2020-12-10,2.271020999,1.28589428,1.041354091,0.88493845,7.653109341,23.90359957,20.78482259,0.46,2.041,0.008,3.44,0.033,255.125,5.4832078200000005,1.1851021682849525,0.8267573175840462,0.7136133577562279,0.6338951678469751,1.869215421825917,3.215012354066898,0.007968169649176874,0.032467190137501496,0.3784364357202451,5.545665606559064
2020-12-11,1.762324403,1.247892831,0.50121651,0.418291093,7.692307748,22.01486387,21.04411296,0.44,2.119,0.017,3.38,0.027,124.647058823529,3.9297248369999997,1.0160725002986744,0.8099932578523443,0.40627578608662457,0.34945269124511996,1.5952831725009966,3.136140262413563,0.016857117066422903,0.026641930946421175,0.3646431135879093,4.833476856023866
2020-12-12,3.739905865,1.17006517,0.451259957,1.248566256,7.742155684,19.89680739,20.66753077,0.42,1.947,0.018,3.32,0.027,108.166666666667,6.609797248,1.5560172758051372,0.7747571993594735,0.3724321149883399,0.8102927935501035,2.0294365286802973,3.039596390842979,0.017839918128331,0.026641930946421175,0.3506568716131694,4.6928757664072
2020-12-13,7.407639392,0.756285301,1.500079652,4.703902969,7.806842143,22.41294859,20.59447502,0.4,2.211,0.007,3.341,0.027,315.857142857143,14.367907314,2.1291407439774543,0.5632009541114353,0.9163225921666105,1.7411506719224246,2.7322813943444766,3.1532892278642803,0.006975613736425242,0.026641930946421175,0.33647223662121295,5.758451018854999
2020-12-14,1.986881331,1.4720767,0.681099855,0.675383502,7.732488423,24.84825977,20.08513025,1.5,2.317,0.015,3.362,0.03,154.466666666667,4.815441388,1.0942298099546515,0.9050585666221918,0.5194482548038236,0.5160420954884196,1.7605166881630703,3.2522432783788466,0.014888612493750654,0.0295588022415444,0.9162907318741551,5.046431346368175
2020-12-15,1.363842258,1.618950796,1.105094067,0.160520984,7.737105644,26.70891823,19.82871201,0.85,2.407,0.019,3.383,0.025,126.684210526316,4.248408104999999,0.8602883705831756,0.962773778025685,0.7443601535468185,0.14886902843014652,1.6579248125283927,3.321754319137747,0.018821754240587758,0.0246926125903715,0.6151856390902334,4.849560110337556
